ElectionName,LocalityName,LocalityCode,RaceName,NumberOfSeats,BallotName,Percentage,Votes,PoliticalParty
2015 November General,GRAYSON COUNTY,077,Member School Board (OLDTOWN DISTRICT),1,Diane M. Haynes,99.75%,799,
2015 November General,GRAYSON COUNTY,077,Member School Board (OLDTOWN DISTRICT),1,Write In,0.25%,2,
2015 November General,GRAYSON COUNTY,077,Member School Board (PROVIDENCE DISTRICT),1,Wynn Johnson Combs,42.46%,386,
2015 November General,GRAYSON COUNTY,077,Member School Board (PROVIDENCE DISTRICT),1,Randy L. Shinault,57.43%,522,
2015 November General,GRAYSON COUNTY,077,Member School Board (PROVIDENCE DISTRICT),1,Write In,0.11%,1,
2015 November General,GREENE COUNTY,079,Member Senate of Virginia (024),1,"Emmett W. Hanger, Jr.",97.70%,4248,Republican
2015 November General,GREENE COUNTY,079,Member Senate of Virginia (024),1,Write In,2.30%,100,Write-In
2015 November General,GREENE COUNTY,079,Member House of Delegates (058),1,Robert B. Bell III,98.24%,4532,Republican
2015 November General,GREENE COUNTY,079,Member House of Delegates (058),1,Write In,1.76%,81,Write-In
2015 November General,GREENE COUNTY,079,Clerk of Court (GREENE COUNTY),1,Steve G. Keene,30.10%,1600,
2015 November General,GREENE COUNTY,079,Clerk of Court (GREENE COUNTY),1,"J. B. ""Brad"" Berry",26.98%,1434,
2015 November General,GREENE COUNTY,079,Clerk of Court (GREENE COUNTY),1,Brenda M. Compton,31.57%,1678,
2015 November General,GREENE COUNTY,079,Clerk of Court (GREENE COUNTY),1,Amber L. Knight,11.18%,594,
2015 November General,GREENE COUNTY,079,Clerk of Court (GREENE COUNTY),1,Write In,0.17%,9,
2015 November General,GREENE COUNTY,079,Commonwealth's Attorney (GREENE COUNTY),1,Ronald L. Morris,99.19%,4653,
2015 November General,GREENE COUNTY,079,Commonwealth's Attorney (GREENE COUNTY),1,Write In,0.81%,38,
2015 November General,GREENE COUNTY,079,Sheriff (GREENE COUNTY),1,Steven S. Smith,58.56%,3169,
2015 November General,GREENE COUNTY,079,Sheriff (GREENE COUNTY),1,Brooks M. Taylor,41.44%,2243,
2015 November General,GREENE COUNTY,079,Sheriff (GREENE COUNTY),1,Write In,0.00%,0,
2015 November General,GREENE COUNTY,079,Commissioner of Revenue (GREENE COUNTY),1,"Larry V. ""Percy"" Snow",99.37%,4754,
2015 November General,GREENE COUNTY,079,Commissioner of Revenue (GREENE COUNTY),1,Write In,0.63%,30,
2015 November General,GREENE COUNTY,079,Treasurer (GREENE COUNTY),1,Stephanie Allen Deal,99.35%,4711,
2015 November General,GREENE COUNTY,079,Treasurer (GREENE COUNTY),1,Write In,0.65%,31,
2015 November General,GREENE COUNTY,079,Soil and Water Conservation Director Culpeper District (GREENE COUNTY),2,Robert E. Runkle,97.00%,4534,
2015 November General,GREENE COUNTY,079,Soil and Water Conservation Director Culpeper District (GREENE COUNTY),2,Philip C. Morris,0.81%,38,
2015 November General,GREENE COUNTY,079,Soil and Water Conservation Director Culpeper District (GREENE COUNTY),2,Write In,2.18%,102,
2015 November General,GREENE COUNTY,079,Member Board of Supervisors At Large (GREENE COUNTY),1,Dale R. Herring,54.09%,2723,
2015 November General,GREENE COUNTY,079,Member Board of Supervisors At Large (GREENE COUNTY),1,"Robert E. ""Bob"" Young",45.27%,2279,
2015 November General,GREENE COUNTY,079,Member Board of Supervisors At Large (GREENE COUNTY),1,Write In,0.64%,32,
2015 November General,GREENE COUNTY,079,Member Board of Supervisors (MONROE DISTRICT),1,David L. Cox,66.04%,743,
2015 November General,GREENE COUNTY,079,Member Board of Supervisors (MONROE DISTRICT),1,Write In,33.96%,382,
2015 November General,GREENE COUNTY,079,Member Board of Supervisors (RUCKERSVILLE DISTRICT),1,A. Michelle Flynn,51.48%,593,
2015 November General,GREENE COUNTY,079,Member Board of Supervisors (RUCKERSVILLE DISTRICT),1,Davis M. Lamb,48.26%,556,
2015 November General,GREENE COUNTY,079,Member Board of Supervisors (RUCKERSVILLE DISTRICT),1,Write In,0.26%,3,
2015 November General,GREENE COUNTY,079,Member School Board At Large (GREENE COUNTY),1,Harry A. Daniel,52.42%,2515,
2015 November General,GREENE COUNTY,079,Member School Board At Large (GREENE COUNTY),1,Larry J. Morris,47.08%,2259,
2015 November General,GREENE COUNTY,079,Member School Board At Large (GREENE COUNTY),1,Write In,0.50%,24,
2015 November General,GREENE COUNTY,079,Member School Board (MONROE DISTRICT),1,Rodney D. Kibler,98.39%,1039,
2015 November General,GREENE COUNTY,079,Member School Board (MONROE DISTRICT),1,Write In,1.61%,17,
2015 November General,GREENE COUNTY,079,Member School Board (RUCKERSVILLE DISTRICT),1,Sharon L. Mack,99.40%,997,
2015 November General,GREENE COUNTY,079,Member School Board (RUCKERSVILLE DISTRICT),1,Write In,0.60%,6,
2015 November General,GREENSVILLE COUNTY,081,Member Senate of Virginia (018),1,L. Louise Lucas,99.48%,2316,Democratic
2015 November General,GREENSVILLE COUNTY,081,Member Senate of Virginia (018),1,Write In,0.52%,12,Write-In
2015 November General,GREENSVILLE COUNTY,081,Member House of Delegates (075),1,Roslyn C. Tyler,99.51%,2429,Democratic
2015 November General,GREENSVILLE COUNTY,081,Member House of Delegates (075),1,Write In,0.49%,12,Write-In
2015 November General,GREENSVILLE COUNTY,081,Clerk of Court (EMPORIA CITY-GREENSVILLE COUNTY),1,Debra F. Brown,36.98%,1092,
2015 November General,GREENSVILLE COUNTY,081,Clerk of Court (EMPORIA CITY-GREENSVILLE COUNTY),1,"Robert C. ""Bobby"" Wrenn",62.82%,1855,
2015 November General,GREENSVILLE COUNTY,081,Clerk of Court (EMPORIA CITY-GREENSVILLE COUNTY),1,Write In,0.20%,6,
2015 November General,GREENSVILLE COUNTY,081,Commonwealth's Attorney (EMPORIA CITY-GREENSVILLE COUNTY),1,Patricia Taylor Watson,99.56%,2510,
2015 November General,GREENSVILLE COUNTY,081,Commonwealth's Attorney (EMPORIA CITY-GREENSVILLE COUNTY),1,Write In,0.44%,11,
2015 November General,GREENSVILLE COUNTY,081,Sheriff (EMPORIA CITY-GREENSVILLE COUNTY),1,Derrick Andrea Banks,0.90%,27,
2015 November General,GREENSVILLE COUNTY,081,Sheriff (EMPORIA CITY-GREENSVILLE COUNTY),1,"W.T. ""Tim"" Jarratt, Jr.",64.92%,1954,
2015 November General,GREENSVILLE COUNTY,081,Sheriff (EMPORIA CITY-GREENSVILLE COUNTY),1,Stephen E. King,2.89%,87,
2015 November General,GREENSVILLE COUNTY,081,Sheriff (EMPORIA CITY-GREENSVILLE COUNTY),1,Wyatt Lee,31.23%,940,
2015 November General,GREENSVILLE COUNTY,081,Sheriff (EMPORIA CITY-GREENSVILLE COUNTY),1,Write In,0.07%,2,
2015 November General,GREENSVILLE COUNTY,081,Commissioner of Revenue (GREENSVILLE COUNTY),1,Martha S. Swenson,99.40%,2641,
2015 November General,GREENSVILLE COUNTY,081,Commissioner of Revenue (GREENSVILLE COUNTY),1,Write In,0.60%,16,
2015 November General,GREENSVILLE COUNTY,081,Treasurer (GREENSVILLE COUNTY),1,Pamela Allen Lifsey,83.98%,2192,
2015 November General,GREENSVILLE COUNTY,081,Treasurer (GREENSVILLE COUNTY),1,Write In,16.02%,418,
2015 November General,GREENSVILLE COUNTY,081,Soil and Water Conservation Director Chowan Basin District (GREENSVILLE COUNTY),2,James S. Ferguson Sr.,63.03%,1780,
2015 November General,GREENSVILLE COUNTY,081,Soil and Water Conservation Director Chowan Basin District (GREENSVILLE COUNTY),2,Anthony Gillus,36.76%,1038,
2015 November General,GREENSVILLE COUNTY,081,Soil and Water Conservation Director Chowan Basin District (GREENSVILLE COUNTY),2,Write In,0.21%,6,
2015 November General,GREENSVILLE COUNTY,081,Member Board of Supervisors (DISTRICT 1),1,James Avent,49.75%,298,
2015 November General,GREENSVILLE COUNTY,081,Member Board of Supervisors (DISTRICT 1),1,Raymond L. Bryant Jr.,49.92%,299,
2015 November General,GREENSVILLE COUNTY,081,Member Board of Supervisors (DISTRICT 1),1,Write In,0.33%,2,
2015 November General,GREENSVILLE COUNTY,081,Member Board of Supervisors (DISTRICT 2),1,Michael W. Ferguson,99.57%,688,
2015 November General,GREENSVILLE COUNTY,081,Member Board of Supervisors (DISTRICT 2),1,Write In,0.43%,3,
2015 November General,GREENSVILLE COUNTY,081,Member Board of Supervisors (DISTRICT 3),1,Margaret T. Lee,61.92%,496,
2015 November General,GREENSVILLE COUNTY,081,Member Board of Supervisors (DISTRICT 3),1,Keith W. Mitchell,37.70%,302,
2015 November General,GREENSVILLE COUNTY,081,Member Board of Supervisors (DISTRICT 3),1,Write In,0.37%,3,
2015 November General,GREENSVILLE COUNTY,081,Member Board of Supervisors (DISTRICT 4),1,Peggy R. Wiley,98.58%,623,
2015 November General,GREENSVILLE COUNTY,081,Member Board of Supervisors (DISTRICT 4),1,Write In,1.42%,9,
2015 November General,GREENSVILLE COUNTY,081,Member School Board (DISTRICT 1),1,Bessie I. Reed-Moore,98.75%,475,
2015 November General,GREENSVILLE COUNTY,081,Member School Board (DISTRICT 1),1,Write In,1.25%,6,
2015 November General,GREENSVILLE COUNTY,081,Member School Board (DISTRICT 2),1,"Walter D. ""Danny"" Rook",98.64%,654,
2015 November General,GREENSVILLE COUNTY,081,Member School Board (DISTRICT 2),1,Write In,1.36%,9,
2015 November General,GREENSVILLE COUNTY,081,Member School Board (DISTRICT 3),1,Rhonda Kay Jones-Gilliam,84.91%,540,
2015 November General,GREENSVILLE COUNTY,081,Member School Board (DISTRICT 3),1,Write In,15.09%,96,
2015 November General,GREENSVILLE COUNTY,081,Member School Board (DISTRICT 4),1,Christopher A. Vaughan,19.80%,162,
2015 November General,GREENSVILLE COUNTY,081,Member School Board (DISTRICT 4),1,Alexis E. Jones,26.65%,218,
2015 November General,GREENSVILLE COUNTY,081,Member School Board (DISTRICT 4),1,Write In,53.55%,438,
2015 November General,HALIFAX COUNTY,083,Member Senate of Virginia (015),1,Frank M. Ruff Jr.,99.40%,3142,Republican
2015 November General,HALIFAX COUNTY,083,Member Senate of Virginia (015),1,Write In,0.60%,19,Write-In
2015 November General,HALIFAX COUNTY,083,Member Senate of Virginia (020),1,Kim E. Adkins,50.96%,2066,Democratic
2015 November General,HALIFAX COUNTY,083,Member Senate of Virginia (020),1,"William M. Stanley, Jr.",48.91%,1983,Republican
2015 November General,HALIFAX COUNTY,083,Member Senate of Virginia (020),1,Write In,0.12%,5,Write-In
2015 November General,HALIFAX COUNTY,083,Member House of Delegates (060),1,James E. Edmunds II,99.28%,6648,Republican
2015 November General,HALIFAX COUNTY,083,Member House of Delegates (060),1,Write In,0.72%,48,Write-In
2015 November General,HALIFAX COUNTY,083,Clerk of Court (HALIFAX COUNTY),1,Cathy M. Cosby,99.42%,7004,
2015 November General,HALIFAX COUNTY,083,Clerk of Court (HALIFAX COUNTY),1,Write In,0.58%,41,
2015 November General,HALIFAX COUNTY,083,Commonwealth's Attorney (HALIFAX COUNTY),1,Tracy Quackenbush Martin,98.93%,6933,
2015 November General,HALIFAX COUNTY,083,Commonwealth's Attorney (HALIFAX COUNTY),1,Write In,1.07%,75,
2015 November General,HALIFAX COUNTY,083,Sheriff (HALIFAX COUNTY),1,Fred S. Clark,64.14%,5515,
2015 November General,HALIFAX COUNTY,083,Sheriff (HALIFAX COUNTY),1,"Christopher ""Chris"" Hudson",11.27%,969,
2015 November General,HALIFAX COUNTY,083,Sheriff (HALIFAX COUNTY),1,Thomas E. Logan,24.52%,2108,
2015 November General,HALIFAX COUNTY,083,Sheriff (HALIFAX COUNTY),1,Write In,0.07%,6,
2015 November General,HALIFAX COUNTY,083,Commissioner of Revenue (HALIFAX COUNTY),1,Brenda P. Powell,99.64%,6949,
2015 November General,HALIFAX COUNTY,083,Commissioner of Revenue (HALIFAX COUNTY),1,Write In,0.36%,25,
2015 November General,HALIFAX COUNTY,083,Treasurer (HALIFAX COUNTY),1,Ruth S. Oakes,99.70%,6744,
2015 November General,HALIFAX COUNTY,083,Treasurer (HALIFAX COUNTY),1,Write In,0.30%,20,
2015 November General,HALIFAX COUNTY,083,Soil and Water Conservation Director Halifax District (HALIFAX COUNTY),3,Larry W. Layman,27.64%,2959,
2015 November General,HALIFAX COUNTY,083,Soil and Water Conservation Director Halifax District (HALIFAX COUNTY),3,Bruce Edwards Pearce,30.34%,3248,
2015 November General,HALIFAX COUNTY,083,Soil and Water Conservation Director Halifax District (HALIFAX COUNTY),3,W. Page Wilkerson,41.93%,4488,
2015 November General,HALIFAX COUNTY,083,Soil and Water Conservation Director Halifax District (HALIFAX COUNTY),3,Write In,0.08%,9,
2015 November General,HALIFAX COUNTY,083,Member Board of Supervisors (DISTRICT 1),1,Jeaneen F. Abbott,35.02%,380,
2015 November General,HALIFAX COUNTY,083,Member Board of Supervisors (DISTRICT 1),1,J. T. Davis,64.70%,702,
2015 November General,HALIFAX COUNTY,083,Member Board of Supervisors (DISTRICT 1),1,Write In,0.28%,3,
2015 November General,HALIFAX COUNTY,083,Member Board of Supervisors (DISTRICT 4),1,Dennis  Witt,98.71%,919,
2015 November General,HALIFAX COUNTY,083,Member Board of Supervisors (DISTRICT 4),1,Write In,1.29%,12,
2015 November General,HALIFAX COUNTY,083,Member Board of Supervisors (DISTRICT 5),1,Barry A. Bank,32.32%,350,
2015 November General,HALIFAX COUNTY,083,Member Board of Supervisors (DISTRICT 5),1,Joseph A. Rogers,47.46%,514,
2015 November General,HALIFAX COUNTY,083,Member Board of Supervisors (DISTRICT 5),1,"W.C. ""Buddy"" Wilborn, Sr.",20.22%,219,
2015 November General,HALIFAX COUNTY,083,Member Board of Supervisors (DISTRICT 5),1,Write In,0.00%,0,
2015 November General,HALIFAX COUNTY,083,Member Board of Supervisors (DISTRICT 7),1,Garland B. Ricketts,98.66%,959,
2015 November General,HALIFAX COUNTY,083,Member Board of Supervisors (DISTRICT 7),1,Write In,1.34%,13,
2015 November General,HALIFAX COUNTY,083,Member Board of Supervisors (DISTRICT 8),1,William Bryant Claiborne,97.92%,564,
2015 November General,HALIFAX COUNTY,083,Member Board of Supervisors (DISTRICT 8),1,Write In,2.08%,12,
2015 November General,HALIFAX COUNTY,083,Member School Board (DISTRICT 1),1,Orey Thomas Hill,55.04%,546,
2015 November General,HALIFAX COUNTY,083,Member School Board (DISTRICT 1),1,Phyllis DeJarnette Smith,44.76%,444,
2015 November General,HALIFAX COUNTY,083,Member School Board (DISTRICT 1),1,Write In,0.20%,2,
2015 November General,HALIFAX COUNTY,083,Member School Board (DISTRICT 4),1,Joseph H. Gasperini,98.77%,883,
2015 November General,HALIFAX COUNTY,083,Member School Board (DISTRICT 4),1,Write In,1.23%,11,
2015 November General,HALIFAX COUNTY,083,Member School Board (DISTRICT 5),1,Freddie M. Edmunds ,98.93%,834,
2015 November General,HALIFAX COUNTY,083,Member School Board (DISTRICT 5),1,Write In,1.07%,9,
2015 November General,HALIFAX COUNTY,083,Member School Board (DISTRICT 7),1,"R. K. ""Dick"" Stoneman",99.37%,951,
2015 November General,HALIFAX COUNTY,083,Member School Board (DISTRICT 7),1,Write In,0.63%,6,
2015 November General,HALIFAX COUNTY,083,Member School Board (DISTRICT 8),1,"Walter C. Potts, Jr.",98.91%,545,
2015 November General,HALIFAX COUNTY,083,Member School Board (DISTRICT 8),1,Write In,1.09%,6,
2015 November General,HALIFAX COUNTY,083,Mayor (HALIFAX),1,V. Kristy Johnson,98.54%,337,
2015 November General,HALIFAX COUNTY,083,Mayor (HALIFAX),1,Write In,1.46%,5,
2015 November General,HALIFAX COUNTY,083,Member Town Council - Special (SOUTH BOSTON),1,Billy Clarke,99.84%,1265,
2015 November General,HALIFAX COUNTY,083,Member Town Council - Special (SOUTH BOSTON),1,Write In,0.16%,2,
2015 November General,HALIFAX COUNTY,083,Tie Breaker - Board of Supervisors (HALIFAX COUNTY),1,Peter J. Bednarz,6.09%,427,
2015 November General,HALIFAX COUNTY,083,Tie Breaker - Board of Supervisors (HALIFAX COUNTY),1,Korey R. Snead,23.79%,1669,
2015 November General,HALIFAX COUNTY,083,Tie Breaker - Board of Supervisors (HALIFAX COUNTY),1,"James ""Jimmy"" Wade",69.78%,4895,
2015 November General,HALIFAX COUNTY,083,Tie Breaker - Board of Supervisors (HALIFAX COUNTY),1,Write In,0.34%,24,
2015 November General,HANOVER COUNTY,085,Member Senate of Virginia (004),1,Ryan T. McDougle,96.54%,13877,Republican
2015 November General,HANOVER COUNTY,085,Member Senate of Virginia (004),1,Write In,3.46%,497,Write-In
2015 November General,HANOVER COUNTY,085,Member Senate of Virginia (009),1,A. Donald McEachin,90.97%,1522,Democratic
2015 November General,HANOVER COUNTY,085,Member Senate of Virginia (009),1,Write In,9.03%,151,Write-In
2015 November General,HANOVER COUNTY,085,Member Senate of Virginia (012),1,Deborah M. Repp,28.97%,992,Democratic
2015 November General,HANOVER COUNTY,085,Member Senate of Virginia (012),1,Siobhan S. Dunnavant,66.21%,2267,Republican
2015 November General,HANOVER COUNTY,085,Member Senate of Virginia (012),1,"Robert ""Scott"" Johnson",4.59%,157,Independent
2015 November General,HANOVER COUNTY,085,Member Senate of Virginia (012),1,Write In,0.23%,8,Write-In
2015 November General,HANOVER COUNTY,085,Member House of Delegates (055),1,Toni L. Radler,37.35%,4445,Democratic
2015 November General,HANOVER COUNTY,085,Member House of Delegates (055),1,"H. F. ""Buddy"" Fowler, Jr.",62.42%,7428,Republican
2015 November General,HANOVER COUNTY,085,Member House of Delegates (055),1,Write In,0.23%,27,Write-In
2015 November General,HANOVER COUNTY,085,Member House of Delegates (097),1,Christopher K. Peace,80.03%,8330,Republican
2015 November General,HANOVER COUNTY,085,Member House of Delegates (097),1,Erica M. Lawler,19.61%,2041,Independent Green
2015 November General,HANOVER COUNTY,085,Member House of Delegates (097),1,Write In,0.37%,38,Write-In
2015 November General,HANOVER COUNTY,085,Clerk of Court (HANOVER COUNTY),1,"Frank D. Hargrove, Jr.",98.56%,19192,
2015 November General,HANOVER COUNTY,085,Clerk of Court (HANOVER COUNTY),1,Write In,1.44%,280,
2015 November General,HANOVER COUNTY,085,Commonwealth's Attorney (HANOVER COUNTY),1,"R. E. ""Trip"" Chalkley, III",98.41%,18830,
2015 November General,HANOVER COUNTY,085,Commonwealth's Attorney (HANOVER COUNTY),1,Write In,1.59%,305,
2015 November General,HANOVER COUNTY,085,Sheriff (HANOVER COUNTY),1,David R. Hines,98.55%,19367,
2015 November General,HANOVER COUNTY,085,Sheriff (HANOVER COUNTY),1,Write In,1.45%,284,
2015 November General,HANOVER COUNTY,085,Commissioner of Revenue (HANOVER COUNTY),1,T. Scott Harris,98.95%,18874,
2015 November General,HANOVER COUNTY,085,Commissioner of Revenue (HANOVER COUNTY),1,Write In,1.05%,201,
2015 November General,HANOVER COUNTY,085,Treasurer (HANOVER COUNTY),1,M. Scott Miller,99.04%,18896,
2015 November General,HANOVER COUNTY,085,Treasurer (HANOVER COUNTY),1,Write In,0.96%,184,
2015 November General,HANOVER COUNTY,085,Soil and Water Conservation Director Hanover-Caroline District (HANOVER COUNTY),2,W. Bruce Cauthorn,52.32%,13190,
2015 November General,HANOVER COUNTY,085,Soil and Water Conservation Director Hanover-Caroline District (HANOVER COUNTY),2,Donald L. Wells,46.67%,11765,
2015 November General,HANOVER COUNTY,085,Soil and Water Conservation Director Hanover-Caroline District (HANOVER COUNTY),2,Write In,1.02%,256,
2015 November General,HANOVER COUNTY,085,Member Board of Supervisors (ASHLAND DISTRICT),1,Faye O. Prichard,63.31%,1846,
2015 November General,HANOVER COUNTY,085,Member Board of Supervisors (ASHLAND DISTRICT),1,"W. W. ""Web"" Stokes",36.11%,1053,
2015 November General,HANOVER COUNTY,085,Member Board of Supervisors (ASHLAND DISTRICT),1,Write In,0.58%,17,
2015 November General,HANOVER COUNTY,085,Member Board of Supervisors (BEAVERDAM DISTRICT),1,"A.M. ""Bucky"" Stanley",96.85%,2740,
2015 November General,HANOVER COUNTY,085,Member Board of Supervisors (BEAVERDAM DISTRICT),1,Write In,3.15%,89,
2015 November General,HANOVER COUNTY,085,Member Board of Supervisors (CHICKAHOMINY DISTRICT),1,Angela C. Kelly-Wiecek,96.12%,2848,
2015 November General,HANOVER COUNTY,085,Member Board of Supervisors (CHICKAHOMINY DISTRICT),1,Write In,3.88%,115,
2015 November General,HANOVER COUNTY,085,Member Board of Supervisors (COLD HARBOR DISTRICT),1,Scott A. Wyatt,97.73%,2407,
2015 November General,HANOVER COUNTY,085,Member Board of Supervisors (COLD HARBOR DISTRICT),1,Write In,2.27%,56,
2015 November General,HANOVER COUNTY,085,Member Board of Supervisors (HENRY DISTRICT),1,Sean M. Davis,95.50%,2714,
2015 November General,HANOVER COUNTY,085,Member Board of Supervisors (HENRY DISTRICT),1,Write In,4.50%,128,
2015 November General,HANOVER COUNTY,085,Member Board of Supervisors (MECHANICSVILLE DISTRICT),1,"Glenn T. Millican, Jr.",45.84%,1296,
2015 November General,HANOVER COUNTY,085,Member Board of Supervisors (MECHANICSVILLE DISTRICT),1,W. Canova Peterson,53.73%,1519,
2015 November General,HANOVER COUNTY,085,Member Board of Supervisors (MECHANICSVILLE DISTRICT),1,Write In,0.42%,12,
2015 November General,HANOVER COUNTY,085,Member Board of Supervisors (SOUTH ANNA DISTRICT),1,Wayne T. Hazzard,95.49%,2562,
2015 November General,HANOVER COUNTY,085,Member Board of Supervisors (SOUTH ANNA DISTRICT),1,Write In,4.51%,121,
2015 November General,HARRISONBURG CITY,660,Member Senate of Virginia (026),1,April D. Moore,51.01%,2071,Democratic
2015 November General,HARRISONBURG CITY,660,Member Senate of Virginia (026),1,Mark D. Obenshain,48.65%,1975,Republican
2015 November General,HARRISONBURG CITY,660,Member Senate of Virginia (026),1,Write In,0.34%,14,Write-In
2015 November General,HARRISONBURG CITY,660,Member House of Delegates (026),1,Tony O. Wilt,89.03%,2637,Republican
2015 November General,HARRISONBURG CITY,660,Member House of Delegates (026),1,Write In,10.97%,325,Write-In
2015 November General,HARRISONBURG CITY,660,Clerk of Court (HARRISONBURG CITY-ROCKINGHAM COUNTY),1,Chaz W. Evans-Haywood,95.43%,3029,
2015 November General,HARRISONBURG CITY,660,Clerk of Court (HARRISONBURG CITY-ROCKINGHAM COUNTY),1,Write In,4.57%,145,
2015 November General,HARRISONBURG CITY,660,Commonwealth's Attorney (HARRISONBURG CITY-ROCKINGHAM COUNTY),1,Marsha L. Garst,94.10%,3000,
2015 November General,HARRISONBURG CITY,660,Commonwealth's Attorney (HARRISONBURG CITY-ROCKINGHAM COUNTY),1,Write In,5.90%,188,
2015 November General,HARRISONBURG CITY,660,Sheriff (HARRISONBURG CITY-ROCKINGHAM COUNTY),1,Bryan F. Hutcheson,94.50%,2992,
2015 November General,HARRISONBURG CITY,660,Sheriff (HARRISONBURG CITY-ROCKINGHAM COUNTY),1,Write In,5.50%,174,
2015 November General,HARRISONBURG CITY,660,Soil and Water Conservation Director Shenandoah Valley District (HARRISONBURG CITY),2,Dale L. Chestnut,47.45%,2187,
2015 November General,HARRISONBURG CITY,660,Soil and Water Conservation Director Shenandoah Valley District (HARRISONBURG CITY),2,"William K. ""Bill"" Latham",50.47%,2326,
2015 November General,HARRISONBURG CITY,660,Soil and Water Conservation Director Shenandoah Valley District (HARRISONBURG CITY),2,Write In,2.08%,96,
2015 November General,HARRISONBURG CITY,660,Member School Board - West District Special (HARRISONBURG CITY),1,Tom D. Domonoske,96.42%,2745,
2015 November General,HARRISONBURG CITY,660,Member School Board - West District Special (HARRISONBURG CITY),1,Write In,3.58%,102,
2015 November General,HENRICO COUNTY,087,Member Senate of Virginia (009),1,A. Donald McEachin,95.73%,19386,Democratic
2015 November General,HENRICO COUNTY,087,Member Senate of Virginia (009),1,Write In,4.27%,865,Write-In
2015 November General,HENRICO COUNTY,087,Member Senate of Virginia (012),1,Deborah M. Repp,38.73%,15805,Democratic
2015 November General,HENRICO COUNTY,087,Member Senate of Virginia (012),1,Siobhan S. Dunnavant,56.94%,23237,Republican
2015 November General,HENRICO COUNTY,087,Member Senate of Virginia (012),1,"Robert ""Scott"" Johnson",4.22%,1724,Independent
2015 November General,HENRICO COUNTY,087,Member Senate of Virginia (012),1,Write In,0.11%,45,Write-In
2015 November General,HENRICO COUNTY,087,Member House of Delegates (056),1,Peter F. Farrell,95.98%,5103,Republican
2015 November General,HENRICO COUNTY,087,Member House of Delegates (056),1,Write In,4.02%,214,Write-In
2015 November General,HENRICO COUNTY,087,Member House of Delegates (062),1,Sheila C. Bynum,38.18%,669,Democratic
2015 November General,HENRICO COUNTY,087,Member House of Delegates (062),1,Riley Edward Ingram,61.59%,1079,Republican
2015 November General,HENRICO COUNTY,087,Member House of Delegates (062),1,Write In,0.23%,4,Write-In
2015 November General,HENRICO COUNTY,087,Member House of Delegates (068),1,Bill K. Grogan,35.19%,513,Democratic
2015 November General,HENRICO COUNTY,087,Member House of Delegates (068),1,"G. M. ""Manoli"" Loupassi",62.55%,912,Republican
2015 November General,HENRICO COUNTY,087,Member House of Delegates (068),1,Michael R. Dickinson,2.19%,32,Independent
2015 November General,HENRICO COUNTY,087,Member House of Delegates (068),1,Write In,0.07%,1,Write-In
2015 November General,HENRICO COUNTY,087,Member House of Delegates (070),1,Delores L. McQuinn,97.66%,5102,Democratic
2015 November General,HENRICO COUNTY,087,Member House of Delegates (070),1,Write In,2.34%,122,Write-In
2015 November General,HENRICO COUNTY,087,Member House of Delegates (071),1,Jennifer L. McClellan,95.71%,937,Democratic
2015 November General,HENRICO COUNTY,087,Member House of Delegates (071),1,Stephen J. Imholt,3.98%,39,Independent
2015 November General,HENRICO COUNTY,087,Member House of Delegates (071),1,Write In,0.31%,3,Write-In
2015 November General,HENRICO COUNTY,087,Member House of Delegates (072),1,Jimmie P. Massie III,93.98%,13664,Republican
2015 November General,HENRICO COUNTY,087,Member House of Delegates (072),1,Write In,6.02%,876,Write-In
2015 November General,HENRICO COUNTY,087,Member House of Delegates (073),1,John M. O'Bannon III,94.30%,12514,Republican
2015 November General,HENRICO COUNTY,087,Member House of Delegates (073),1,Write In,5.70%,756,Write-In
2015 November General,HENRICO COUNTY,087,Member House of Delegates (074),1,Lamont Bagby,79.53%,9701,Democratic
2015 November General,HENRICO COUNTY,087,Member House of Delegates (074),1,David M. Lambert,19.49%,2378,Independent
2015 November General,HENRICO COUNTY,087,Member House of Delegates (074),1,Write In,0.98%,119,Write-In
2015 November General,HENRICO COUNTY,087,Clerk of Court (HENRICO COUNTY),1,Tinesha M. Jackson,44.54%,26624,
2015 November General,HENRICO COUNTY,087,Clerk of Court (HENRICO COUNTY),1,Heidi S. Barshinger,55.09%,32933,
2015 November General,HENRICO COUNTY,087,Clerk of Court (HENRICO COUNTY),1,Write In,0.36%,218,
2015 November General,HENRICO COUNTY,087,Commonwealth's Attorney (HENRICO COUNTY),1,Shannon L. Taylor,55.94%,34857,
2015 November General,HENRICO COUNTY,087,Commonwealth's Attorney (HENRICO COUNTY),1,T. Tony H. Pham,43.84%,27318,
2015 November General,HENRICO COUNTY,087,Commonwealth's Attorney (HENRICO COUNTY),1,Write In,0.21%,132,
2015 November General,HENRICO COUNTY,087,Sheriff (HENRICO COUNTY),1,James Layne,35.65%,21516,
2015 November General,HENRICO COUNTY,087,Sheriff (HENRICO COUNTY),1,"Michael L. ""Mike"" Wade",64.05%,38654,
2015 November General,HENRICO COUNTY,087,Sheriff (HENRICO COUNTY),1,Write In,0.29%,176,
2015 November General,HENRICO COUNTY,087,Soil and Water Conservation Director Henricopolis District (HENRICO COUNTY),3,James E. Beckley,31.99%,27791,
2015 November General,HENRICO COUNTY,087,Soil and Water Conservation Director Henricopolis District (HENRICO COUNTY),3,Nicole Anderson Ellis,40.63%,35300,
