State,Office.Level,Body.Name,Body_Represents_State,Body_Represents_County,Body_Represents_Muni,Office.Name,Official.Name,Official.Party,locality,votes
VA,County,Botetourt County School Board,VA,Botetourt County,,Member School Board (FINCASTLE DISTRICT),John E. Alderson Jr.,,Botetourt County,869
VA,County,,VA,Highland County,,Sheriff (HIGHLAND COUNTY),David A. Neil,,Highland County,811
VA,County,,VA,Shenandoah County,,Soil and Water Conservation Director Lord Fairfax District (SHENANDOAH COUNTY),Mary L. Gessner,,Shenandoah County,5836
VA,County,Prince William County Board of Supervisors,VA,Prince William County,,Member Board of Supervisors (COLES DISTRICT),"Martin E. ""Marty"" Nohe",,Prince William County,10062
VA,County,,VA,Dickenson County,,Sheriff (DICKENSON COUNTY),Bobby G. Hammons,,Dickenson County,3028
VA,County,Fairfax County School Board,VA,Fairfax County,,Member School Board (HUNTER MILL DISTRICT),Pat M. Hynes,,Fairfax County,12955
VA,County,Giles County School Board,VA,Giles County,,Member School Board (WESTERN DISTRICT),Marion C. Ballard,,Giles County,857
VA,County,Frederick County School Board,VA,Frederick County,,Member School Board (BACK CREEK DISTRICT),Kali C. Klubertanz,,Frederick County,2148
VA,County,,VA,Grayson County,,Commissioner of Revenue (GRAYSON COUNTY),Larry D. Bolt,,Grayson County,3718
VA,County,,VA,Franklin County,,Treasurer (FRANKLIN COUNTY),Susan J. Wray,,Franklin County,13084
VA,City,,VA,,Falls Church City,Member City Council (FALLS CHURCH CITY),"P. David ""Dave"" Tarter",,Falls Church City,2344
VA,County,Louisa County Board of Supervisors,VA,Louisa County,,Member Board of Supervisors (JACKSON DISTRICT),"R. T. ""Toni"" Williams Jr.",,Louisa County,631
VA,County,,VA,Fluvanna County,,Sheriff (FLUVANNA COUNTY),Eric B. Hess,,Fluvanna County,4286
VA,County,,VA,Clarke County,,Treasurer (CLARKE COUNTY),Sharon E. Keeler,,Clarke County,3110
VA,County,,VA,Prince George County,,Commonwealth's Attorney (PRINCE GEORGE COUNTY),Susan O'Prandy Fierro,,Prince George County,3380
VA,County,Russell County Board of Supervisors,VA,Russell County,,Member Board of Supervisors At Large (RUSSELL COUNTY),Mark A. Mitchell,,Russell County,5316
VA,City,,VA,,Galax City,Clerk of Court (GALAX CITY-GRAYSON COUNTY),Susan M. Herrington,,Galax City,476
VA,County,,VA,Greene County,,Soil and Water Conservation Director Culpeper District (GREENE COUNTY),Robert E. Runkle,,Greene County,4534
VA,County,Nottoway County School Board,VA,Nottoway County,,Member School Board (DISTRICT 5),Shelli K. Hinton,,Nottoway County,631
VA,County,Rockbridge County Board of Supervisors,VA,Rockbridge County,,Member Board of Supervisors  (BUFFALO DISTRICT),John M. Higgins,,Rockbridge County,763
VA,County,Clarke County School Board,VA,Clarke County,,Member School Board (MILLWOOD DISTRICT),Dennis M. Graham,,Clarke County,576
VA,County,Loudoun County School Board,VA,Loudoun County,,Member School Board (LEESBURG DISTRICT),Tom C. Marshall,,Loudoun County,3430
VA,County,Prince William County Board of Supervisors,VA,Prince William County,,Member Board of Supervisors (GAINESVILLE DISTRICT),Pete K. Candland,,Prince William County,9100
VA,County,,VA,Nelson County,,Commonwealth's Attorney (NELSON COUNTY),Anthony D. Martin,,Nelson County,3861
VA,County,Mecklenburg County School Board,VA,Mecklenburg County,,Member School Board (DISTRICT 4),Lindell T. Palmer,,Mecklenburg County,326
VA,County,,VA,Mecklenburg County,,Treasurer (MECKLENBURG COUNTY),Sandra P. Langford,,Mecklenburg County,6295
VA,County,,VA,King & Queen County,,Clerk of Court (KING & QUEEN COUNTY),Vanessa D. Porter,,King & Queen County,1558
VA,County,Sussex County Board of Supervisors,VA,Sussex County,,Member Board of Supervisors (STONY CREEK DISTRICT),Keith C. Blowe,,Sussex County,204
VA,County,,VA,Chesterfield County,,Commonwealth's Attorney (CHESTERFIELD COUNTY),"W. W. ""Billy"" Davenport",,Chesterfield County,56079
VA,County,,VA,Rockbridge County,,Soil and Water Conservation Director Natural Bridge District (ROCKBRIDGE COUNTY),"James R. ""Jay"" Gilliam",,Rockbridge County,2307
VA,City,,VA,,Petersburg City,Soil and Water Conservation Director Appomattox River District (PETERSBURG CITY),Dama E. Rice,,Petersburg City,2433
VA,County,Clarke County School Board,VA,Clarke County,,Member School Board (RUSSELL DISTRICT),Thomas R. Parker Jr.,,Clarke County,294
VA,County,Lee County Board of Supervisors,VA,Lee County,,Member Board of Supervisors (DISTRICT 4),"Charles H. Slemp, Jr.",,Lee County,984
VA,County,Louisa County Board of Supervisors,VA,Louisa County,,Member Board of Supervisors (CUCKOO DISTRICT),Willie L. Gentry Jr.,,Louisa County,934
VA,County,Tazewell County Board of Supervisors,VA,Tazewell County,,Member Board of Supervisors (NORTHERN DISTRICT),"M. A. ""Maggie"" Asbury",,Tazewell County,902
VA,County,,VA,Mecklenburg County,,Clerk of Court (MECKLENBURG COUNTY),Michelle Gregory Gordon,,Mecklenburg County,4142
VA,County,,VA,Buchanan County,,Clerk of Court (BUCHANAN COUNTY),Beverly S. Tiller,,Buchanan County,5886
VA,County,Mathews County School Board,VA,Mathews County,,Member School Board - At Large (MATHEWS COUNTY),Jeanice A. Sadler,,Mathews County,1961
VA,County,,VA,Greensville County,,Commonwealth's Attorney (EMPORIA CITY-GREENSVILLE COUNTY),Patricia Taylor Watson,,Greensville County,2510
VA,County,,VA,Brunswick County,,Member Town Council - Special (BRODNAX),Harold O. Northington,,Brunswick County,33
VA,County,,VA,Charles City County,,"Referendum of the Issuance of Bonds in the Amount of $2,500,000 (CHARLES CITY COUNTY)",Yes,,Charles City County,1420
VA,County,Washington County Board of Supervisors,VA,Washington County,,Member Board of Supervisors (DISTRICT A),Phillip B. McCall,,Washington County,1226
VA,County,Prince William County Board of Supervisors,VA,Prince William County,,Member Board of Supervisors (WOODBRIDGE DISTRICT),Frank J. Principi,,Prince William County,4028
VA,County,,VA,Louisa County,,Commonwealth's Attorney (LOUISA COUNTY),"R. E. ""Rusty"" McGuire",,Louisa County,6532
VA,County,Smyth County School Board,VA,Smyth County,,Member School Board (ATKINS DISTRICT),Susan B. Williams,,Smyth County,1029
VA,County,Stafford County School Board,VA,Stafford County,,Member School Board (GRIFFIS-WIDEWATER),Emily M. Fallon,,Stafford County,1235
VA,County,Prince George County Board of Supervisors,VA,Prince George County,,Member Board of Supervisors (DISTRICT 1),Alan R. Carmichael,,Prince George County,1537
VA,County,,VA,Essex County,,Treasurer (ESSEX COUNTY),"B. A. ""Penny"" Davis",,Essex County,1811
VA,County,,VA,Bland County,,Commissioner of Revenue (BLAND COUNTY),Cindy U. Wright,,Bland County,1846
VA,County,,VA,Nottoway County,,Clerk Of Court (NOTTOWAY COUNTY),Jane L. Brown,,Nottoway County,3197
VA,County,,VA,Southampton County,,Treasurer (SOUTHAMPTON COUNTY),David K. Britt,,Southampton County,2377
VA,County,Buckingham County School Board,VA,Buckingham County,,Member School Board (DISTRICT 1),Write In,,Buckingham County,216
VA,County,Louisa County Board of Supervisors,VA,Louisa County,,Member Board of Supervisors (LOUISA DISTRICT),Troy J. Wade,,Louisa County,929
VA,County,Page County Board of Supervisors,VA,Page County,,Member Board of Supervisors (DISTRICT 4),Larry W. Foltz,,Page County,571
VA,County,Lee County School Board,VA,Lee County,,Member School Board (DISTRICT 5),Pamela D. Fannon,,Lee County,526
VA,County,,VA,Washington County,,Commonwealth's Attorney (WASHINGTON COUNTY),Joshua S. Cumbow,,Washington County,6914
VA,County,Greene County Board of Supervisors,VA,Greene County,,Member Board of Supervisors (RUCKERSVILLE DISTRICT),A. Michelle Flynn,,Greene County,593
VA,County,,VA,Alleghany County,,Treasurer (ALLEGHANY COUNTY),Wanda H. Simpson,,Alleghany County,3044
VA,County,,VA,Halifax County,,Clerk of Court (HALIFAX COUNTY),Cathy M. Cosby,,Halifax County,7004
VA,County,Caroline County School Board,VA,Caroline County,,Member School Board (MATTAPONI DISTRICT),Nancy G. Carson,,Caroline County,613
VA,City,,VA,,Alexandria City,Mayor (ALEXANDRIA CITY),Allison Silberberg,,Alexandria City,16610
VA,County,Dinwiddie County School Board,VA,Dinwiddie County,,Member School Board (DISTRICT 5),Write In,,Dinwiddie County,307
VA,County,Mecklenburg County Board of Supervisors,VA,Mecklenburg County,,Member Board of Supervisors (DISTRICT 8),David A. Brankley,,Mecklenburg County,774
VA,County,Southampton County Board of Supervisors,VA,Southampton County,,Member Board of Supervisors (BOYKINS-BRANCHVILLE DISTRICT),Carl J. Faison,,Southampton County,285
VA,County,Frederick County Board of Supervisors,VA,Frederick County,,Member Board of Supervisors (GAINESBORO DISTRICT),"Robert A. ""Bob"" Hess",,Frederick County,2031
VA,County,,VA,Grayson County,,Commonwealth's Attorney (GALAX CITY-GRAYSON COUNTY),Douglas S. Vaught,,Grayson County,2653
VA,County,Fluvanna County Board of Supervisors,VA,Fluvanna County,,Member Board of Supervisors (FORK UNION DISTRICT),Mozell H. Booker,,Fluvanna County,754
VA,County,,VA,Rockingham County,,Clerk of Court (HARRISONBURG CITY-ROCKINGHAM COUNTY),Chaz W. Evans-Haywood,,Rockingham County,9419
VA,City,,VA,,Galax City,Clerk of Court (CARROLL COUNTY-GALAX CITY),Gerald R. Goad,,Galax City,238
VA,County,,VA,King William County,,Commonwealth's Attorney (KING WILLIAM COUNTY),Matthew R. Kite,,King William County,3424
VA,County,Fauquier County School Board,VA,Fauquier County,,Member School Board (CENTER DISTRICT),Brian D. Gorg,,Fauquier County,1775
VA,County,,VA,Craig County,,Commissioner of Revenue (CRAIG COUNTY),Elizabeth C. Huffman,,Craig County,1750
VA,County,,VA,Culpeper County,,Sheriff (CULPEPER COUNTY),Scott H. Jenkins,,Culpeper County,3919
VA,County,Westmoreland County School Board,VA,Westmoreland County,,Member School Board At Large (WESTMORELAND COUNTY),Patricia K. Lewis,,Westmoreland County,2031
VA,County,Washington County School Board,VA,Washington County,,Member School Board (DISTRICT A),Elizabeth Payne Lowe,,Washington County,1039
VA,County,Halifax County Board of Supervisors,VA,Halifax County,,Member Board of Supervisors (DISTRICT 8),William Bryant Claiborne,,Halifax County,564
VA,County,,VA,Sussex County,,Commissioner of Revenue (SUSSEX COUNTY),Ellen G. Boone ,,Sussex County,2569
VA,County,,VA,Page County,,Clerk of Court (PAGE COUNTY),C. Grayson Markowitz,,Page County,1737
VA,County,Fauquier County Board of Supervisors,VA,Fauquier County,,Member Board of Supervisors (CEDAR RUN DISTRICT),Rick R. Gerhardt,,Fauquier County,2718
VA,County,Russell County School Board,VA,Russell County,,Member School Board (DISTRICT 1),Jeffrey Thomas Cook,,Russell County,826
VA,County,Essex County Board of Supervisors,VA,Essex County,,Member Board of Supervisors (SOUTH DISTRICT),"Margaret H. ""Prue"" Davis",,Essex County,344
VA,County,Giles County Board of Supervisors,VA,Giles County,,Member Board of Supervisors (CENTRAL DISTRICT),Jeffrey L. Morris,,Giles County,1152
VA,County,,VA,Charlotte County,,Soil and Water Conservation Director Southside District (CHARLOTTE COUNTY),Davey E. Ferrell,,Charlotte County,135
VA,County,,VA,Westmoreland County,,Commonwealth's Attorney (WESTMORELAND COUNTY),Julia Hutt Sichol,,Westmoreland County,2927
VA,City,,VA,,Galax City,Member City Council - Special (GALAX CITY),"William L. Davis, Jr.",,Galax City,728
VA,City,,VA,,Covington City,Soil and Water Conservation Director Mountain District (COVINGTON CITY),Allen L. Dressler,,Covington City,969
VA,County,,VA,Prince George County,,Soil and Water Conservation Director James River District (PRINCE GEORGE COUNTY),Joseph C. Waymack,,Prince George County,4095
VA,County,,VA,Page County,,Member Town Council - Special (STANLEY),Duane E. Layman,,Page County,392
VA,County,Scott County Board of Supervisors,VA,Scott County,,Member Board of Supervisors (DISTRICT 2),Marshall D. Tipton,,Scott County,614
VA,County,,VA,Caroline County,,Sheriff (CAROLINE COUNTY),"A. A. ""Tony"" Lippa, Jr.",,Caroline County,3811
VA,County,Prince William County Board of Supervisors,VA,Prince William County,,Chairman - Board of Supervisors (PRINCE WILLIAM COUNTY),Corey A. Stewart,,Prince William County,37874
VA,County,Arlington County School Board,VA,Arlington County,,Member School Board (ARLINGTON COUNTY),Reid S. Goldstein,,Arlington County,24770
VA,County,,VA,Isle Of Wight County,,Soil and Water Conservation Director Peanut District (ISLE OF WIGHT COUNTY),"William A. Gwaltney, Jr.",,Isle Of Wight County,5789
VA,County,,VA,Wise County,,Treasurer (WISE COUNTY),Delores W. Smith,,Wise County,6185
VA,County,,VA,King George County,,Sheriff (KING GEORGE COUNTY),Steve F. Dempsey,,King George County,4518
VA,County,,VA,Orange County,,Clerk of Court (ORANGE COUNTY),Teresa T. Carroll,,Orange County,6029
VA,County,King George County Board of Supervisors,VA,King George County,,Member Board of Supervisors (JAMES MADISON DISTRICT),Richard A. Granger,,King George County,665
VA,County,Bedford County School Board,VA,Bedford County,,Member School Board (DISTRICT 6),Susan Falls Kirby,,Bedford County,1478
VA,County,,VA,Roanoke County,,Sheriff (ROANOKE COUNTY),J. Eric Orange,,Roanoke County,12337
VA,County,,VA,Scott County,,Soil and Water Conservation Director Scott County District (SCOTT COUNTY),Danny R. Meade,,Scott County,4569
VA,County,Tazewell County School Board,VA,Tazewell County,,Member School Board (NORTHWESTERN DISTRICT),Donna Lawson Whittington,,Tazewell County,836
VA,City,Falls Church City School Board,VA,,Falls Church City,Member School Board (FALLS CHURCH CITY),Erin E. Gill,,Falls Church City,1945
VA,County,,VA,Franklin County,,Commissioner of Revenue (FRANKLIN COUNTY),Margaret Stone Torrence,,Franklin County,12834
VA,County,,VA,Prince William County,,Commonwealth's Attorney (MANASSAS CITY-MANASSAS PARK CITY-PRINCE WILLIAM COUNTY),Paul B. Ebert,,Prince William County,35212
VA,County,,VA,Frederick County,,Soil and Water Conservation Director Lord Fairfax District (FREDERICK COUNTY),Kitty Hockman-Nicholas,,Frederick County,8953
VA,City,,VA,,Lexington City,Sheriff (LEXINGTON CITY-ROCKBRIDGE COUNTY),Chris J. Blalock,,Lexington City,957
VA,County,,VA,Sussex County,,Sheriff (SUSSEX COUNTY),Raymond R. Bell ,,Sussex County,1630
VA,City,,VA,,Fairfax City,Commonwealth's Attorney (FAIRFAX CITY-FAIRFAX COUNTY),Raymond F. Morrogh,,Fairfax City,3494
VA,County,Wise County Board of Supervisors,VA,Wise County,,Member Board of Supervisors (DISTRICT FOUR),Dana Goad Kilgore,,Wise County,1076
VA,County,Franklin County Board of Supervisors,VA,Franklin County,,Member Board of Supervisors (BLACKWATER DISTRICT),E. Cline Brubaker,,Franklin County,1721
VA,County,,VA,Carroll County,,Commonwealth's Attorney (CARROLL COUNTY-GALAX CITY),Nathan H. Lyons,,Carroll County,6244
VA,County,Sussex County School Board,VA,Sussex County,,Member School Board (WAKEFIELD DISTRICT),Gloria S. Holloman ,,Sussex County,373
VA,County,Bath County School Board,VA,Bath County,,Member School Board (WARM SPRINGS DISTRICT),Roy W. Burns,,Bath County,320
VA,County,,VA,Shenandoah County,,Clerk of Court (SHENANDOAH COUNTY),Sarona S. Irvin,,Shenandoah County,3099
VA,County,,VA,Appomattox County,,Soil and Water Conservation Director Robert E. Lee District (APPOMATTOX COUNTY),"Paul W. Spiggle, Sr.",,Appomattox County,1361
VA,County,,VA,Amelia County,,Clerk of Court (AMELIA COUNTY),Marilyn Lawrence Wilson,,Amelia County,3720
VA,County,King William County Board of Supervisors,VA,King William County,,Member Board of Supervisors (FIFTH DISTRICT),"Bob W. Ehrhart, II",,King William County,519
VA,County,Sussex County Board of Supervisors,VA,Sussex County,,Member Board of Supervisors (BLACKWATER DISTRICT),Susan B. Seward,,Sussex County,296
VA,County,,VA,Montgomery County,,Treasurer (MONTGOMERY COUNTY),W. Richard Shelton,,Montgomery County,15971
VA,County,,VA,Northumberland County,,Treasurer (NORTHUMBERLAND COUNTY),Ellen Booker Kirby,,Northumberland County,4263
VA,County,Goochland County School Board,VA,Goochland County,,Member School Board (DISTRICT 1),Michael E. Payne,,Goochland County,778
VA,County,Middlesex County School Board,VA,Middlesex County,,Member School Board (HARMONY VILLAGE),Claudia H. Soucek,,Middlesex County,480
VA,County,,VA,Southampton County,,Mayor - Branchville (BRANCHVILLE),Harold Preston  Futrell Jr.,,Southampton County,17
VA,County,,VA,Southampton County,,Mayor - Branchville (BRANCHVILLE),Write In,,Southampton County,17
VA,County,,VA,Page County,,Sheriff (PAGE COUNTY),"Chadwick W. ""Chad"" Cubbage",,Page County,3391
VA,County,Buchanan County School Board,VA,Buchanan County,,Member School Board (HURRICANE DISTRICT),Earl S. Ball,,Buchanan County,476
VA,County,,VA,Richmond County,,Clerk of Court (RICHMOND COUNTY),"Cheryl B. ""Sherry"" Pierson",,Richmond County,1281
VA,County,Giles County School Board,VA,Giles County,,Member School Board (CENTRAL DISTRICT),Mark A. Wilburn,,Giles County,1140
VA,County,,VA,Franklin County,,Clerk of Court (FRANKLIN COUNTY),Teresa J. Brown,,Franklin County,13175
VA,County,,VA,James City County,,Sheriff (JAMES CITY COUNTY-WILLIAMSBURG CITY),"Robert J. ""Bob"" Deeds",,James City County,12855
VA,County,James City County Board of Supervisors,VA,James City County,,Member Board of Supervisors (STONEHOUSE DISTRICT),"P. ""Sue"" Sadler",,James City County,2222
VA,County,,VA,Bedford County,,Soil and Water Conservation Director Peaks of Otter District (BEDFORD COUNTY),Richard P. Chaffin,,Bedford County,7607
VA,County,,VA,Scott County,,Commissioner of Revenue (SCOTT COUNTY),Debbie C. Dockery,,Scott County,4514
VA,County,Henry County School Board,VA,Henry County,,Member School Board (RIDGEWAY DISTRICT),Francis E. Zehr,,Henry County,1785
VA,County,Buchanan County School Board,VA,Buchanan County,,Member School Board (NORTH GRUNDY DISTRICT),Angie Ward McClanahan,,Buchanan County,481
VA,County,Charlotte County Board of Supervisors,VA,Charlotte County,,Member Board of Supervisors (COUNTY SEAT DISTRICT),Gary D. Walker,,Charlotte County,244
VA,County,Frederick County Board of Supervisors,VA,Frederick County,,Member Board of Supervisors (BACK CREEK DISTRICT),Gary A. Lofton,,Frederick County,1313
VA,County,Mecklenburg County School Board,VA,Mecklenburg County,,Member School Board (DISTRICT 3),Wanda K. Bailey,,Mecklenburg County,690
VA,County,,VA,Pittsylvania County,,Sheriff (PITTSYLVANIA COUNTY),"Michael W. ""Mike"" Taylor",,Pittsylvania County,12185
VA,County,,VA,Amherst County,,Treasurer (AMHERST COUNTY),Garry L. Friend,,Amherst County,6760
VA,County,,VA,Greene County,,Commonwealth's Attorney (GREENE COUNTY),Ronald L. Morris,,Greene County,4653
VA,County,,VA,Smyth County,,Sheriff (SMYTH COUNTY),"B. C. ""Chip"" Shuler",,Smyth County,4133
VA,City,,VA,,Buena Vista City,Mayor (BUENA VISTA CITY),Larry F. Tolley,,Buena Vista City,750
VA,County,,VA,Appomattox County,,Treasurer (APPOMATTOX COUNTY),Alice F. Gillette,,Appomattox County,1747
VA,County,,VA,Lancaster County,,Clerk of Court (LANCASTER COUNTY),Diane H. Mumford,,Lancaster County,3777
VA,County,Charles City County Board of Supervisors,VA,Charles City County,,Member Board of Supervisors (DISTRICT THREE),Floyd H. Miles Sr.,,Charles City County,545
VA,County,York County School Board,VA,York County,,Member School Board (DISTRICT 1),Barbara S. Haywood,,York County,1989
VA,County,Russell County Board of Supervisors,VA,Russell County,,Member Board of Supervisors (DISTRICT 1),Tim C. Lovelace,,Russell County,554
VA,County,Campbell County Board of Supervisors,VA,Campbell County,,Member Board of Supervisors (SPRING HILL DISTRICT),"James A. ""Jim"" Borland",,Campbell County,656
VA,County,,VA,Franklin County,,Sheriff (FRANKLIN COUNTY),"W. Q. ""Bill"" Overton, Jr.",,Franklin County,7822
VA,County,,VA,Dickenson County,,Member Town Council - Special (CLINCHCO),"H. R. ""Poley"" Branham",,Dickenson County,42
VA,County,,VA,Caroline County,,Commissioner of Revenue (CAROLINE COUNTY),Mark Bissoon,,Caroline County,5793
VA,County,Gloucester County School Board,VA,Gloucester County,,Member School Board At Large (GLOUCESTER COUNTY),"William ""Jarret"" Lee",,Gloucester County,3293
VA,County,Frederick County Board of Supervisors,VA,Frederick County,,Member Board of Supervisors (OPEQUON DISTRICT),"Robert W. ""Bob"" Wells",,Frederick County,1797
VA,County,,VA,Clarke County,,Clerk of Court (CLARKE COUNTY),Helen V. Butts,,Clarke County,2171
VA,County,,VA,Warren County,,Soil and Water Conservation Director Lord Fairfax District (WARREN COUNTY),Richard W. Hoover,,Warren County,3918
VA,County,Scott County School Board,VA,Scott County,,Member School Board (DISTRICT 4),"William R. ""Bill"" Quillen",,Scott County,707
VA,City,,VA,,Galax City,Soil and Water Conservation Director New River District (GALAX CITY),"Rudolph W. ""Pete"" Farmer",,Galax City,650
VA,County,Cumberland County Board of Supervisors,VA,Cumberland County,,Member Board of Supervisors (DISTRICT 2),Lloyd Banks,,Cumberland County,279
VA,County,,VA,Westmoreland County,,Treasurer (WESTMORELAND COUNTY),Sue Nash Jones,,Westmoreland County,2897
VA,County,Buchanan County School Board,VA,Buchanan County,,Member School Board (GARDEN DISTRICT),"Dennis R. Vandyke, Jr.",,Buchanan County,564
VA,County,Pulaski County Board of Supervisors,VA,Pulaski County,,Member Board of Supervisors (ROBINSON DISTRICT),Charles Robert Bopp,,Pulaski County,886
VA,County,,VA,Charlotte County,,Treasurer (CHARLOTTE COUNTY),Patricia P. Berkeley,,Charlotte County,1661
VA,County,Mecklenburg County Board of Supervisors,VA,Mecklenburg County,,Member Board of Supervisors (DISTRICT 7),"James D. ""Jim"" Jennings",,Mecklenburg County,608
VA,County,,VA,Montgomery County,,Soil and Water Conservation Director Skyline District (MONTGOMERY COUNTY),"Robert A. ""Bob"" Phillips",,Montgomery County,11718
VA,County,Appomattox County School Board,VA,Appomattox County,,Member School Board (FALLING RIVER DISTRICT),Bobby K. Waddell,,Appomattox County,401
VA,County,Washington County School Board,VA,Washington County,,Member School Board (DISTRICT D),C. Dayton Owens,,Washington County,1519
VA,County,,VA,Bath County,,Treasurer (BATH COUNTY),Pamela H. Webb,,Bath County,1438
VA,County,,VA,Southampton County,,Clerk of Court (FRANKLIN CITY-SOUTHAMPTON COUNTY),"Richard L. ""Rick""  Francis",,Southampton County,2406
VA,County,Buchanan County Board of Supervisors,VA,Buchanan County,,Member Board of Supervisors (HURRICANE DISTRICT),William P. Harris,,Buchanan County,582
VA,County,Halifax County Board of Supervisors,VA,Halifax County,,Member Board of Supervisors (DISTRICT 5),Joseph A. Rogers,,Halifax County,514
VA,County,Campbell County School Board,VA,Campbell County,,Member School Board (SUNBURST DISTRICT),"R. Leon Brandt , Jr.",,Campbell County,1189
VA,County,Buckingham County Board of Supervisors,VA,Buckingham County,,Member Board of Supervisors (DISTRICT 1),"Robert C. ""Bobby"" Jones",,Buckingham County,267
VA,County,Gloucester County School Board,VA,Gloucester County,,Member School Board (GLOUCESTER POINT DISTRICT),Troy M. Andersen,,Gloucester County,1005
VA,County,,VA,Clarke County,,Mayor - Boyce (BOYCE),Franklin S. Roberts,,Clarke County,110
VA,County,Greensville County School Board,VA,Greensville County,,Member School Board (DISTRICT 1),Bessie I. Reed-Moore,,Greensville County,475
VA,County,,VA,Scott County,,Commonwealth's Attorney (SCOTT COUNTY),Marcus F. McClung,,Scott County,4611
VA,County,,VA,Stafford County,,Commonwealth's Attorney (STAFFORD COUNTY),Eric L. Olsen,,Stafford County,13622
VA,County,,VA,Northumberland County,,Commissioner of Revenue (NORTHUMBERLAND COUNTY),Todd E. Thomas,,Northumberland County,4179
VA,County,Caroline County School Board,VA,Caroline County,,Member School Board (PORT ROYAL DISTRICT),Tinka B. Harris,,Caroline County,831
VA,County,,VA,Arlington County,,Clerk of Court (ARLINGTON COUNTY-FALLS CHURCH CITY),Paul F. Ferguson,,Arlington County,30183
VA,County,,VA,Henry County,,Sheriff (HENRY COUNTY),Lane A. Perry,,Henry County,8380
VA,County,Goochland County Board of Supervisors,VA,Goochland County,,Member Board of Supervisors (DISTRICT 3),Ned S. Creasey,,Goochland County,723
VA,County,,VA,Bath County,,Soil and Water Conservation Director Mountain District (BATH COUNTY),L. Ryan Hodges III,,Bath County,1089
VA,County,Montgomery County School Board,VA,Montgomery County,,Member School Board (DISTRICT E),"Martisha M. ""Marti"" Graha",,Montgomery County,941
VA,County,Powhatan County Board of Supervisors,VA,Powhatan County,,Member Board of Supervisors (DISTRICT 4),"William E. ""Bill"" Melton",,Powhatan County,1155
VA,County,Brunswick County Board of Supervisors,VA,Brunswick County,,Member Board of Supervisors (DISTRICT 2),Welton Tyler,,Brunswick County,470
VA,County,,VA,Cumberland County,,Commissioner of Revenue (CUMBERLAND COUNTY),Julie A. Phillips,,Cumberland County,1726
VA,County,,VA,Westmoreland County,,Clerk of Court (WESTMORELAND COUNTY),Gwynne J. Chatham,,Westmoreland County,2098
VA,County,,VA,Brunswick County,,Soil and Water Conservation Director Lake Country District (BRUNSWICK COUNTY),Sam G. Griffin,,Brunswick County,2308
VA,County,Lancaster County Board of Supervisors,VA,Lancaster County,,Member Board of Supervisors (DISTRICT 4),William Roosevelt Lee,,Lancaster County,562
VA,County,Wythe County School Board,VA,Wythe County,,Member School Board (DISTRICT 2),Alan C. Wilder,,Wythe County,1062
VA,County,Loudoun County Board of Supervisors,VA,Loudoun County,,Member Board of Supervisors (BROAD RUN DISTRICT),"Ron A. Meyer, Jr.",,Loudoun County,4680
VA,County,Louisa County School Board,VA,Louisa County,,Member School Board (JACKSON DISTRICT),Frances B. Goodman,,Louisa County,658
VA,County,Roanoke County School Board,VA,Roanoke County,,Member School Board - Special (VINTON DISTRICT),Tim D. Greenway,,Roanoke County,3162
VA,County,Isle Of Wight County School Board,VA,Isle Of Wight County,,Member School Board (WINDSOR DISTRICT),Julia W. Perkins,,Isle Of Wight County,1330
VA,County,,VA,Goochland County,,Treasurer (GOOCHLAND COUNTY),Pamela Cooke Johnson,,Goochland County,4619
VA,County,Buckingham County School Board,VA,Buckingham County,,Member School Board (DISTRICT 5),Sherry Shepherd Ragland ,,Buckingham County,352
VA,County,,VA,Rockbridge County,,Clerk of Court (LEXINGTON CITY-ROCKBRIDGE COUNTY),D. Bruce Patterson,,Rockbridge County,4665
VA,County,Isle Of Wight County School Board,VA,Isle Of Wight County,,Member School Board (NEWPORT DISTRICT),"Victoria ""Vicky"" Hulick",,Isle Of Wight County,1229
VA,County,Accomack County Board of Supervisors,VA,Accomack County,,Member Board of Supervisors (DISTRICT 2),Ron S. Wolff,,Accomack County,454
VA,County,,VA,Mathews County,,Treasurer (MATHEWS COUNTY),Wendy H. Stewart,,Mathews County,2531
VA,County,,VA,Carroll County,,Commissioner of Revenue (CARROLL COUNTY),Fran A. McPherson,,Carroll County,6157
VA,County,,VA,Louisa County,,Clerk of Court (LOUISA COUNTY),Susan R. Hopkins,,Louisa County,6970
VA,County,,VA,Northumberland County,,Soil and Water Conservation Director Northern Neck District (NORTHUMBERLAND COUNTY),Robert G. Vanlandingham,,Northumberland County,3729
VA,County,Bedford County Board of Supervisors,VA,Bedford County,,Member Board of Supervisors (DISTRICT 6),"Andrew D. ""Andy"" Dooley",,Bedford County,1111
VA,County,Bedford County School Board,VA,Bedford County,,Member School Board (DISTRICT 7),Martin F. Leamy,,Bedford County,1679
VA,County,Culpeper County Board of Supervisors,VA,Culpeper County,,Member Board of Supervisors (EAST FAIRFAX DISTRICT),Steve L. Walker,,Culpeper County,780
VA,County,,VA,Louisa County,,Commissioner of Revenue (LOUISA COUNTY),Nancy Maddox Pleasants,,Louisa County,6846
VA,County,Grayson County School Board,VA,Grayson County,,Member School Board - Special (OLDTOWN DISTRICT),Write In,,Grayson County,0
VA,County,Henry County Board of Supervisors,VA,Henry County,,Member Board of Supervisors (HORSEPASTURE DISTRICT),Debra Parsons Buchanan,,Henry County,1639
